Joshua Project People Group Data

ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude
GR,Greece,14371,107987,Persian,Persian,1200,1,Y,pes,"Persian, Iranian",5,6,Islam,0.500,0.100,14,A005,Persian-Median,268,C0179,Persian,42,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,N,38.0140494218433,23.7163096526683
GR,Greece,14436,108104,Pomak,Pomak,31000,1,Y,bul,Bulgarian,5,6,Islam,2.000,0.400,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",5,9,"Europe, Eastern and Eurasia",EUR,Europe,N,Y,1,N,41.2806453452065,24.5130381144174
GR,Greece,19211,115527,"South Asian, general","South Asian, general",120000,1,Y,urd,Urdu,5,6,Islam,4.000,0.700,21,A012,"South Asian Peoples",468,A012,"South Asia Other",59,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,2,N,37.973537,23.743556
GR,Greece,15145,109644,Swahili,Swahili,5800,1,Y,swh,Swahili,5,6,Islam,5.000,0.300,22,A013,"Sub-Saharan Peoples",351,C0275,"Bantu, Swahili",22,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,N,37.941221,23.748098
GR,Greece,18274,113818,Turk,Turk,49000,1,Y,tur,Turkish,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",309,C0221,Turkish,68,9,"Europe, Eastern and Eurasia",EUR,Europe,N,Y,1,Y,41.16564,25.35477
GQ,Guam,12322,104189,Japanese,Japanese,2700,1,Y,jpn,Japanese,5,2,Buddhism,1.500,0.500,11,A002,"East Asian Peoples",194,C0099,Japanese,44,1,"Australia and Pacific",SOP,Oceania,N,N,1,N,13.499139,144.77781
GT,Guatemala,15080,109538,"Jew, Spanish Speaking","Jew, Spanish Speaking",900,1,Y,spa,Spanish,5,4,"Ethnic Religions",0.000,0.000,15,A006,Jews,197,C0102,Jews,16,11,"America, Latin",NAR,"North America",N,N,1,Y,16.2504429390154,-90.0815042337742
GV,Guinea,10550,100724,Badyara,Badyara,12000,1,Y,pbp,Badyara,2,6,Islam,1.000,0.000,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,3,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,12.63286,-13.34735
GV,Guinea,16124,111216,"Baga Binari","Baga Binari",3700,1,Y,bcg,"Baga Pokur",3,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,10.51911,-14.61657
GV,Guinea,16116,111205,"Baga Fore, Black Baga","Baga Fore, Black Baga",8900,1,Y,mbv,Mbulungish,2,6,Islam,0.150,0.030,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.85525,-14.73717
GV,Guinea,21468,114518,"Baga Koga","Baga Koga",4900,1,Y,sus,Susu,5,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,10.048028,-12.853688
GV,Guinea,16117,111206,"Baga Mandouri","Baga Mandouri",4500,1,Y,bmd,"Baga Manduri",1,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,10.76747,-14.60521
GV,Guinea,10617,100925,Bambara,Bambara,4600,1,Y,bam,Bamanankan,5,6,Islam,2.000,0.000,22,A013,"Sub-Saharan Peoples",219,C0127,Malinke-Bambara,12,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,10.2710010010953,-8.13881682493655
GV,Guinea,19007,114916,Deaf,Deaf,127000,1,Y,gus,"Guinean Sign Language",1,6,Islam,4.470,,26,A017,Deaf,328,C0252,Deaf,216,8,"Africa, West and Central",AFR,Africa,Y,Y,3,N,9.553000000000001,-13.674
GV,Guinea,11769,103072,"Fula Jalon","Fula Jalon",5601000,1,Y,fuf,Pular,4,6,Islam,0.009,0.001,22,A013,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",9,8,"Africa, West and Central",AFR,Africa,Y,Y,112,Y,11.31992,-12.42654
GV,Guinea,11772,103076,"Fulani, Fulakunda","Fulani, Fulakunda",36000,1,Y,fuc,Pulaar,4,6,Islam,0.029,0.000,22,A013,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",5,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,12.37208983218,-13.5719894256715
GV,Guinea,15622,110257,"Fulani, Pulaar","Fulani, Pulaar",11000,1,Y,fuc,Pulaar,4,6,Islam,0.400,0.080,22,A013,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",5,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,12.5288741393301,-13.6044036613999
GV,Guinea,12311,104152,Jahanka,Jahanka,36000,1,Y,jad,Jahanka,2,6,Islam,0.100,0.007,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,5,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,10.8073,-14.40637
GV,Guinea,19398,115199,Kakabe,Kakabe,12000,1,Y,kke,Kakabe,1,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,10.61076,-11.41791
GV,Guinea,12872,105445,Kuranko,Kuranko,109000,1,Y,knk,Kuranko,5,4,"Ethnic Religions",2.000,0.320,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,2,8,"Africa, West and Central",AFR,Africa,Y,Y,2,N,9.448320000000001,-9.99019
GV,Guinea,12979,105630,Landoma,Landoma,26000,1,Y,ldm,Landoma,2,6,Islam,5.000,0.055,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.88622,-14.14657
GV,Guinea,19001,114899,Lele,Lele,50000,1,Y,llc,Lele,2,4,"Ethnic Religions",5.000,1.620,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,8.9986,-10.36947
GV,Guinea,16119,111211,"Limba, East","Limba, East",1100,1,Y,lma,"Limba, East",1,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,2,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,10.03935,-11.75831
GV,Guinea,16038,111065,"Limba, West","Limba, West",1800,1,Y,lia,"Limba, West-Central",4,4,"Ethnic Religions",4.000,0.200,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,2,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,9.363454374319931,-12.7542621017146
GV,Guinea,16120,111212,Mandenyi,"Mandeni, Mmani",42000,1,Y,sus,Susu,5,6,Islam,0.200,0.006,22,A013,"Sub-Saharan Peoples",226,C0134,Mande,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,9.078609999999999,-13.28891
GV,Guinea,13511,106265,"Maninka, Eastern","Maninka, Eastern",3094000,1,Y,emk,"Maninkakan, Eastern",4,6,Islam,0.020,0.004,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,9,8,"Africa, West and Central",AFR,Africa,Y,Y,62,Y,10.3861828556542,-9.29817140508629
GV,Guinea,12789,105207,"Maninka, Konyanka","Maninka, Konyanka",255000,1,Y,mku,"Maninka, Konyanka",3,6,Islam,0.300,0.006,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,2,8,"Africa, West and Central",AFR,Africa,Y,Y,5,N,8.913460000000001,-8.46683
GV,Guinea,19216,114711,"Maninka, Sankaran","Maninka, Sankaran",107000,1,Y,msc,"Maninka, Sankaran",3,6,Islam,0.010,0.005,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,1,8,"Africa, West and Central",AFR,Africa,Y,Y,2,Y,10.12215,-10.51942
GV,Guinea,16121,106278,"Mano, Mah","Mano, Mah",103000,1,Y,mev,Maan,4,4,"Ethnic Religions",4.000,0.880,22,A013,"Sub-Saharan Peoples",226,C0134,Mande,2,8,"Africa, West and Central",AFR,Africa,Y,Y,2,N,7.52438,-8.81094
GV,Guinea,16122,111214,"Manya, Mandingo","Manya, Mandingo",80000,1,Y,mzj,Manya,2,6,Islam,0.029,0.020,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,2,8,"Africa, West and Central",AFR,Africa,Y,Y,2,Y,8.69267,-9.22658
GV,Guinea,13719,106632,Mogofin,Mogofin,24000,1,Y,mfg,Mogofin,3,6,Islam,0.029,0.010,22,A013,"Sub-Saharan Peoples",226,C0134,Mande,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,10.6822199996532,-14.3850399997962
GV,Guinea,13930,107049,Nalu,Nalu,11000,1,Y,naj,Nalu,4,6,Islam,0.200,0.060,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,2,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,11.11216,-14.79481
GV,Guinea,14996,109413,Soninke,"Soninke, Sarakolé",12000,1,Y,snk,Soninke,3,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",289,C0200,Soninke,9,8,"Africa, West and Central",AFR,Africa,Y,N,1,Y,9.5822,-13.644582
GV,Guinea,15141,109634,Susu,Susu,1068000,1,Y,sus,Susu,5,6,Islam,0.200,0.020,22,A013,"Sub-Saharan Peoples",294,C0205,Susu,5,8,"Africa, West and Central",AFR,Africa,Y,Y,21,N,9.078610000051469,-13.2889099996967
GV,Guinea,15846,110655,"Wamei, Konyagi","Wamei, Konyagi",7500,1,Y,cou,Wamey,4,4,"Ethnic Religions",3.000,0.090,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,2,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,12.45478,-13.26885
GV,Guinea,15884,110714,Wassulu,Wassulu,80000,1,Y,emk,"Maninkakan, Eastern",4,6,Islam,0.020,0.004,22,A013,"Sub-Saharan Peoples",219,C0127,Malinke-Bambara,3,8,"Africa, West and Central",AFR,Africa,Y,Y,2,Y,10.3698233701524,-9.299027345635521
GV,Guinea,15967,110950,Yalunka,Yalunka,115000,1,Y,yal,Yalunka,5,6,Islam,0.300,0.170,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,4,8,"Africa, West and Central",AFR,Africa,Y,Y,2,N,10.31358,-11.05574
PU,Guinea-Bissau,10550,100724,Badyara,Badyara,5400,1,Y,pbp,Badyara,2,6,Islam,1.000,0.300,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,3,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,12.60347,-13.76009
PU,Guinea-Bissau,11819,103209,"Balanta, Ganja","Balanta, Ganja",1900,1,Y,bjt,Balanta-Ganja,3,4,"Ethnic Religions",5.000,1.000,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,2,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,12.19083,-15.974958
PU,Guinea-Bissau,20067,114616,"Balanta, Mane","Balanta, Mane",29000,1,Y,ble,Balanta-Kentohe,5,6,Islam,0.300,0.150,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,12.401541,-15.798016
PU,Guinea-Bissau,10617,100925,Bambara,Bambara,2000,1,Y,bam,Bamanankan,5,6,Islam,0.900,0.500,22,A013,"Sub-Saharan Peoples",219,C0127,Malinke-Bambara,12,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,11.877402,-15.621233
PU,Guinea-Bissau,10711,101114,Bassari,Bassari,500,1,Y,bsc,Oniyan,4,4,"Ethnic Religions",5.000,0.500,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,3,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,12.406,-14.312
PU,Guinea-Bissau,10824,101403,Biafada,Biafada,52000,1,Y,bif,Biafada,1,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,11.50166,-15.18201
PU,Guinea-Bissau,11769,103072,"Fula Jalon","Fula Jalon",1800,1,Y,fuf,Pular,4,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",9,8,"Africa, West and Central",AFR,Africa,Y,N,1,Y,11.73695,-14.27613
PU,Guinea-Bissau,11772,103076,"Fulani, Fulakunda","Fulani, Fulakunda",312000,1,Y,fuc,Pulaar,4,6,Islam,0.300,0.278,22,A013,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",5,8,"Africa, West and Central",AFR,Africa,Y,Y,6,N,12.22607,-14.34048
PU,Guinea-Bissau,10747,101175,"Fulup, Jola-Bayote","Fulup, Jola-Bayote",5500,1,Y,bda,Bayot,3,4,"Ethnic Religions",3.000,0.200,22,A013,"Sub-Saharan Peoples",123,C0025,Atlantic-Jola,3,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,12.35234,-16.23023
PU,Guinea-Bissau,11194,103009,"Fulup, Jola-Felupe","Fulup, Jola-Felupe",7300,1,Y,eja,Jola-Felupe,3,4,"Ethnic Religions",5.000,2.000,22,A013,"Sub-Saharan Peoples",123,C0025,Atlantic-Jola,2,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,12.27662,-16.46967
PU,Guinea-Bissau,12311,104152,Jahanka,Jahanka,9500,1,Y,jad,Jahanka,2,6,Islam,1.000,0.300,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,5,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,12.2880182467447,-14.2377797352466
PU,Guinea-Bissau,11568,102625,Jola-Fonyi,Jola-Fonyi,600,1,Y,dyo,Jola-Fonyi,4,6,Islam,3.000,0.000,22,A013,"Sub-Saharan Peoples",123,C0025,Atlantic-Jola,4,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,12.265,-14.81
PU,Guinea-Bissau,13491,106233,"Mandingo, Mandinka","Mandingo, Mandinka",175000,1,Y,mnk,Mandinka,5,6,Islam,2.000,0.800,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,6,8,"Africa, West and Central",AFR,Africa,Y,Y,4,N,12.5371199997882,-15.1077200001779
PU,Guinea-Bissau,13493,106236,Mandyak,"Mandyak, Manjaco",232000,1,Y,mfv,Mandjak,4,4,"Ethnic Religions",3.000,0.836,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,4,8,"Africa, West and Central",AFR,Africa,Y,Y,5,N,12.26025,-15.74561
PU,Guinea-Bissau,13510,106266,"Maninka, Western","Maninka, Western",19000,1,Y,mlq,"Maninkakan, Western",3,6,Islam,1.000,0.300,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,6,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,12.575197,-13.784789
PU,Guinea-Bissau,13930,107049,Nalu,Nalu,9000,1,Y,naj,Nalu,4,6,Islam,0.500,0.100,22,A013,"Sub-Saharan Peoples",122,C0024,Atlantic,2,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,11.1737,-15.08572
PU,Guinea-Bissau,14996,109413,Soninke,Soninke,5600,1,Y,snk,Soninke,3,6,Islam,0.500,0.300,22,A013,"Sub-Saharan Peoples",289,C0200,Soninke,9,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,12.2662599996992,-15.3287399996512
PU,Guinea-Bissau,15141,109634,Susu,Susu,5500,1,Y,sus,Susu,5,6,Islam,0.500,0.200,22,A013,"Sub-Saharan Peoples",294,C0205,Susu,5,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,12.62028,-14.18576
PU,Guinea-Bissau,15414,110856,Wolof,Wolof,9400,1,Y,wol,Wolof,4,6,Islam,1.000,0.200,22,A013,"Sub-Saharan Peoples",124,C0026,Atlantic-Wolof,12,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,12.669375469902,-14.4271617955804
GY,Guyana,15727,110423,Urdu,Urdu,3900,1,Y,urd,Urdu,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",468,A012,"South Asia Other",23,11,"America, Latin",LAM,"South America",N,N,1,Y,6.24492516276604,-57.5122854865859
HO,Honduras,18274,113818,Turk,Turk,1900,1,Y,tur,Turkish,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",309,C0221,Turkish,68,11,"America, Latin",NAR,"North America",N,N,1,Y,14.105818,-87.22004099999999
HU,Hungary,19204,115690,"Arab, general","Arab, general",5200,1,Y,apc,"Arabic, North Levantine Spoken",3,6,Islam,4.000,0.500,10,A001,"Arab World",324,C0237,"Arab World, general",8,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,N,47.511695,19.127356
HU,Hungary,10953,101629,Bosniak,Bosniak,19000,1,Y,bos,Bosnian,5,6,Islam,0.000,0.000,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",24,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,Y,47.50535,19.079356
HU,Hungary,12349,104246,"Jew, Hungarian Speaking","Jew, Hungarian Speaking",47000,1,Y,hun,Hungarian,5,4,"Ethnic Religions",0.100,0.050,15,A006,Jews,197,C0102,Jews,2,9,"Europe, Eastern and Eurasia",EUR,Europe,N,Y,1,Y,47.4954026832872,19.0616946343998
HU,Hungary,18274,113818,Turk,Turk,5600,1,Y,tur,Turkish,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",309,C0221,Turkish,68,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,Y,47.49011,19.039888
IC,Iceland,19211,115527,"South Asian, general","South Asian, general",600,1,Y,hin,Hindi,5,5,Hinduism,4.000,2.000,21,A012,"South Asian Peoples",468,A012,"South Asia Other",59,10,"Europe, Western",EUR,Europe,N,N,1,N,64.120028,-21.820935
IC,Iceland,15460,109994,"Thai, Isan","Thai, Isan",500,1,Y,tts,"Thai, Northeastern",4,2,Buddhism,2.000,0.500,20,A011,"Southeast Asian Peoples",303,C0215,Thai,6,10,"Europe, Western",EUR,Europe,N,N,1,N,64.141237,-21.905453
IN,India,16152,111252,Abdul,Abdul,34000,1,Y,urd,Urdu,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - Other",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.0513117227512,84.2202372298985
IN,India,16158,111259,"Ad Dharmi","Ad Dharmi",1026000,1,Y,pan,"Punjabi, Eastern",5,5,Hinduism,0.337,,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - Other",1,4,"Asia, South",ASI,Asia,Y,Y,21,N,31.8279813840469,76.1232351626353
IN,India,20986,111258,Adaviar,Adaviar,200,1,Y,tam,Tamil,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,9.36905,78.83687
IN,India,16162,111264,"Adi Andhra","Adi Andhra",304000,1,Y,tel,Telugu,5,5,Hinduism,0.835,,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - Other",2,4,"Asia, South",ASI,Asia,Y,Y,6,N,17.3588049019042,82.3108769724513
IN,India,16164,111266,"Adi Dravida","Adi Dravida",8480000,1,Y,tam,Tamil,5,5,Hinduism,0.082,,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - Other",1,4,"Asia, South",ASI,Asia,Y,Y,170,Y,12.2508784300785,79.6162605005793
IN,India,16166,111268,"Adi Karnataka","Adi Karnataka",2930000,1,Y,kan,Kannada,5,5,Hinduism,0.512,,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - Other",1,4,"Asia, South",ASI,Asia,Y,Y,59,N,12.649992691545,76.6621029740473
IN,India,21590,,Adiya,Adiya,800,1,Y,kan,Kannada,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,12.33066,75.80041
IN,India,16171,111273,Adiyan,Adiyan,17000,1,Y,mal,Malayalam,5,5,Hinduism,0.751,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,N,12.1084061157896,76.234503103473
IN,India,16172,111274,Agamudaiyan,Agamudaiyan,869000,1,Y,tam,Tamil,5,5,Hinduism,0.507,,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",2,4,"Asia, South",ASI,Asia,Y,Y,17,N,10.8551010262113,78.97798500158849
IN,India,21311,118143,"Agamudaiyan Mukkulattar","Agamudaiyan Mukkulattar",2000,1,Y,tam,Tamil,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,12.6901514559308,79.98426888263781
IN,India,21312,118144,"Agamudaiyan Nattaman","Agamudaiyan Nattaman",653000,1,Y,tam,Tamil,5,5,Hinduism,0.193,,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",2,4,"Asia, South",ASI,Asia,Y,Y,13,N,10.8845006433455,78.5932636298823
IN,India,16173,111275,Agani,Agani,500,1,Y,kfa,Kodava,4,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,12.4932001397549,76.167989720553
IN,India,16174,111276,"Agariya (Hindu traditions)","Agariya (Hindu traditions)",203000,1,Y,agi,Agariya,1,5,Hinduism,0.291,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - Other",1,4,"Asia, South",ASI,Asia,Y,Y,4,N,23.4925233043568,83.358143834705
IN,India,16175,111277,"Agariya (Muslim traditions)","Agariya (Muslim traditions)",15000,1,Y,urd,Urdu,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - Other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,26.6086234623813,82.06333677922061
IN,India,16176,111278,Agaru,Agaru,1600,1,Y,tel,Telugu,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,19.7595549011251,84.8274886484606
IN,India,19163,111279,"Ager (Hindu traditions)","Ager (Hindu traditions)",14000,1,Y,kan,Kannada,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,15.0121062092283,74.8342039042638
IN,India,16178,111282,Aghori,Aghori,68000,1,Y,hin,Hindi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,26.6604364119263,79.1354609740842
IN,India,16180,111284,Agri,Agri,433000,1,Y,mar,Marathi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,9,Y,19.6166255269188,73.48501208154489
IN,India,20678,111285,"Agri Kharwal","Agri Kharwal",200,1,Y,hin,Hindi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,28.652,77
IN,India,16182,111287,Aguri,Aguri,505000,1,Y,ben,Bengali,5,5,Hinduism,0.111,,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",2,4,"Asia, South",ASI,Asia,Y,Y,10,N,23.1989907387541,87.760220572264
IN,India,16184,111289,Ahar,Ahar,1424000,1,Y,hin,Hindi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",2,4,"Asia, South",ASI,Asia,Y,Y,28,Y,28.8303593228848,79.6638135633149
IN,India,16186,111291,Aheria,Aheria,163000,1,Y,hin,Hindi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,3,Y,28.3646073244231,78.69854094169079
IN,India,19477,100142,Ahmadi,Ahmadi,72000,1,Y,urd,Urdu,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - Other",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,28.3240906391927,79.9346975081405
IN,India,16189,111294,Ahom,Ahom,1319000,1,Y,asm,Assamese,5,5,Hinduism,4.025,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - Other",1,4,"Asia, South",ASI,Asia,Y,Y,26,N,27.9068576707118,95.6720038109373
IN,India,16191,111299,Aiton,Aiton,3900,1,Y,aio,Aiton,1,2,Buddhism,0.000,0.000,21,A012,"South Asian Peoples",402,A012,"South Asia Buddhist",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,26.2037345078633,93.6854311921181
IN,India,16192,111300,Aiyanavar,Aiyanavar,5300,1,Y,tel,Telugu,5,5,Hinduism,3.888,,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,N,9.102168432170741,77.34054081588791
IN,India,16193,111301,Ajila,Ajila,3300,1,Y,mal,Malayalam,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,13.0218200788237,75.849547843511
IN,India,16194,111302,Ajna,Ajna,41000,1,Y,hin,Hindi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.8513900687565,76.3808095468479
IN,India,16198,111307,Akula,Akula,500,1,Y,ory,Odia,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,19.8978483785738,84.9098762135359
IN,India,17333,112716,"Alambadi Kurichchan","Alambadi Kurichchan",43000,1,Y,kfh,Kurichiya,1,5,Hinduism,4.616,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,N,11.9972457297212,76.413818777084
IN,India,16200,111309,Alavan,Alavan,7500,1,Y,tam,Tamil,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,8.881434945710881,77.37017272713059
IN,India,16201,111310,Alia,Alia,55000,1,Y,ory,Odia,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,19.672881040067,85.02828530712721
IN,India,16202,111311,"Alitkar Salankar","Alitkar Salankar",800,1,Y,mar,Marathi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,21.3781424401236,75.67291763975589
IN,India,16203,111312,Alkari,Alkari,500,1,Y,mar,Marathi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,20.1752228015394,73.6079376377282
