Joshua Project People Group Data

ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude
BU,Bulgaria,14567,108394,"Romani, Vlax","Romani, Vlax",1700,4,N,rmy,"Romani, Vlax",4,1,Christianity,68.000,5.000,12,A003,"Eurasian Peoples",354,C0279,Romani,30,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,43.03173,25.3994
BU,Bulgaria,14598,108452,Russian,Russian,9400,3,N,rus,Russian,5,1,Christianity,60.000,1.000,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",71,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,44.1123582606252,27.2520936060351
BU,Bulgaria,14864,108856,Serb,Serb,500,3,N,srp,Serbian,5,1,Christianity,85.000,0.300,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",39,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,43.657654,22.649406
BU,Bulgaria,11434,102312,"Tatar, Crimean","Tatar, Crimean",1300,1,Y,crh,"Crimean Tatar",5,6,Islam,0.500,0.100,24,A015,"Turkic Peoples",311,C0223,Ural-Siberian,9,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,N,43.84952,27.70876
BU,Bulgaria,18274,113818,Turk,Turk,554000,1,Y,tur,Turkish,5,6,Islam,0.104,0.010,24,A015,"Turkic Peoples",309,C0221,Turkish,68,9,"Europe, Eastern and Eurasia",EUR,Europe,N,Y,11,N,41.7295499997327,25.7421700003452
BU,Bulgaria,15696,110376,Ukrainian,Ukrainian,1600,4,N,ukr,Ukrainian,5,1,Christianity,85.000,5.000,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",49,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,42.70732,23.381539
BU,Bulgaria,12700,105018,Vietnamese,Vietnamese,1700,1,Y,vie,Vietnamese,5,2,Buddhism,5.000,0.400,20,A011,"Southeast Asian Peoples",316,C0228,Vietnamese,35,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,N,42.625279,23.365837
BU,Bulgaria,16058,111096,Yoruk,Yoruk,1000,1,Y,bgx,"Balkan Gagauz Turkish",1,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",309,C0221,Turkish,3,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,Y,41.85383,26.194336
UV,"Burkina Faso",10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",21000,1,Y,arq,"Arabic, Algerian Spoken",4,6,Islam,0.039,0.039,10,A001,"Arab World",115,C0017,"Arab, Maghreb",18,8,"Africa, West and Central",AFR,Africa,Y,N,1,Y,14.0095539900246,-1.26669099279508
UV,"Burkina Faso",10617,100925,Bambara,Bambara,6500,1,Y,bam,Bamanankan,5,6,Islam,4.000,1.800,22,A013,"Sub-Saharan Peoples",219,C0127,Malinke-Bambara,12,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,11.58959,-5.09647
UV,"Burkina Faso",10534,100685,"Batonu, Baruba","Batonu, Baruba",26000,4,N,bba,Baatonum,5,4,"Ethnic Religions",10.000,3.900,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,4,8,"Africa, West and Central",AFR,Africa,Y,N,,N,11.5134131181209,2.06238338178764
UV,"Burkina Faso",10836,101421,Biali,Biali,3300,4,N,beh,Biali,4,4,"Ethnic Religions",8.000,4.700,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,3,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.30174,1.21509
UV,"Burkina Faso",10870,101480,"Birifor, Northern","Birifor, Northern",223000,4,N,bfo,"Birifor, Malba",4,4,"Ethnic Religions",16.000,6.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.17506,-2.9842
UV,"Burkina Faso",11042,101797,Bissa,Bissa,609000,5,N,bib,Bisa,4,4,"Ethnic Religions",25.000,11.000,22,A013,"Sub-Saharan Peoples",226,C0134,Mande,4,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.5459,-0.50983
UV,"Burkina Faso",10894,101518,"Ble, Jalkunan","Ble, Jalkunan",1800,4,N,bxl,Jalkunan,0,6,Islam,10.000,8.000,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.5425899997287,-5.21958999987862
UV,"Burkina Faso",10890,101509,"Bobo Fing","Bobo Fing",68000,5,N,bbo,Konabere,5,4,"Ethnic Religions",27.000,12.500,22,A013,"Sub-Saharan Peoples",226,C0134,Mande,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,12.39755,-4.32547
UV,"Burkina Faso",10902,101526,"Bobo Madare","Bobo Madare",247000,1,Y,bwq,"Bobo Madare, Southern",5,6,Islam,0.020,0.014,22,A013,"Sub-Saharan Peoples",220,C0128,Malinke-Jula,1,8,"Africa, West and Central",AFR,Africa,Y,Y,5,Y,11.5117,-4.29218
UV,"Burkina Faso",10920,101573,Bolon,Bolon,32000,1,Y,bof,Bolon,1,6,Islam,3.000,1.450,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,2,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,11.72913,-4.8286
UV,"Burkina Faso",10958,101648,"Bozo, Tegue","Bozo, Tegue",3200,1,Y,boz,"Bozo, Tieyaxo",3,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",289,C0200,Soninke,2,8,"Africa, West and Central",AFR,Africa,Y,N,1,Y,13.1720218607203,-3.41251913694862
UV,"Burkina Faso",11060,101824,Buamu,Buamu,366000,5,N,box,Buamu,4,4,"Ethnic Religions",33.000,14.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.1686899997437,-3.50303000043419
UV,"Burkina Faso",11059,101823,"Bwamu, Laa Laa","Bwamu, Laa Laa",117000,5,N,bwj,"Bwamu, Laa Laa",3,4,"Ethnic Religions",28.299,14.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.65939,-3.18915
UV,"Burkina Faso",11061,101825,"Bwamu, Twi","Bwamu, Twi",42000,5,N,bwy,"Bwamu, Cwi",2,4,"Ethnic Religions",28.299,14.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.41982,-2.93172
UV,"Burkina Faso",11467,102367,"Dagaari Dioula, Wala","Dagaari Dioula, Wala",37000,1,Y,dgd,"Dagaari Dioula",1,6,Islam,1.500,1.200,22,A013,"Sub-Saharan Peoples",220,C0128,Malinke-Jula,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,11.52737,-2.3424
UV,"Burkina Faso",11465,102365,Dagara,Dagara,337000,2,N,dgi,"Dagara, Northern",5,4,"Ethnic Religions",25.000,1.500,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.91868,-3.02541
UV,"Burkina Faso",19007,114916,Deaf,Deaf,203000,2,N,xxx,"Language unknown",0,6,Islam,20.690,,26,A017,Deaf,328,C0252,Deaf,216,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,12.3675693179696,-1.49201493174371
UV,"Burkina Faso",19508,115021,"Dogon, Jamsay","Dogon, Jamsay",600,2,N,djm,"Dogon, Jamsay",3,6,Islam,8.000,2.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,N,,N,14.092279,-1.375408
UV,"Burkina Faso",11586,115028,"Dogon, Tomo Kan Kan","Dogon, Tomo Kan",23000,4,N,dtm,"Dogon, Tomo Kan",3,4,"Ethnic Religions",21.000,6.500,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,3,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,13.44506,-3.97357
UV,"Burkina Faso",11588,102664,Dogose,Dogose,44000,1,Y,dos,Dogose,4,4,"Ethnic Religions",5.000,1.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.24753,-4.11507
UV,"Burkina Faso",11589,102665,Dogoso,Dogoso,15000,1,Y,dgs,Dogoso,2,4,"Ethnic Religions",5.000,1.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.0469,-4.34965
UV,"Burkina Faso",11666,102799,Dyan,Dyan,31000,4,N,dya,Dyan,2,4,"Ethnic Religions",10.000,5.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.88915,-3.54105
UV,"Burkina Faso",19526,102810,"Dzuun, Samogo","Dzuun, Samogo",25000,1,Y,dnn,Dzuungoo,3,6,Islam,1.000,0.300,22,A013,"Sub-Saharan Peoples",226,C0134,Mande,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,11.3661,-4.92399
UV,"Burkina Faso",19208,101861,"English-Speaking, general","English-Speaking, general",800,5,N,eng,English,5,1,Christianity,80.000,32.000,12,A003,"Eurasian Peoples",325,C0239,"Caucasian Peoples, general",8,8,"Africa, West and Central",AFR,Africa,Y,N,,N,12.329407,-1.442685
UV,"Burkina Faso",11169,102974,Ewe,Ewe,39000,5,N,ewe,Ewe,5,1,Christianity,80.000,12.000,22,A013,"Sub-Saharan Peoples",181,C0085,Guinean,10,8,"Africa, West and Central",AFR,Africa,Y,N,,N,11.1723880380775,-0.0789990906355342
UV,"Burkina Faso",11234,103059,French,French,15000,3,N,fra,French,5,1,Christianity,72.000,0.700,12,A003,"Eurasian Peoples",172,C0076,French,110,8,"Africa, West and Central",AFR,Africa,Y,N,,N,12.54218,-1.60881
UV,"Burkina Faso",11768,103070,"Fulani, Gorgal","Fulani, Gorgal",7700,1,Y,fuh,"Fulfulde, Western Niger",4,6,Islam,0.100,0.100,22,A013,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",2,8,"Africa, West and Central",AFR,Africa,Y,N,1,Y,14.2571754938944,-0.518767783910948
UV,"Burkina Faso",12006,103589,"Fulani, Gurmanche","Fulani, Gurmanche",1597000,1,Y,fuh,"Fulfulde, Western Niger",4,6,Islam,0.699,0.228,22,A013,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",1,8,"Africa, West and Central",AFR,Africa,Y,Y,32,N,14.2553224937165,-0.512481800886839
UV,"Burkina Faso",11771,103075,"Fulani, Jelgooji","Fulani, Jelgooji",398000,1,Y,fuh,"Fulfulde, Western Niger",4,6,Islam,0.300,0.200,22,A013,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",1,8,"Africa, West and Central",AFR,Africa,Y,Y,8,N,14.2470999997652,-0.520040000345773
UV,"Burkina Faso",11773,103078,"Fulani, Maasina","Fulani, Maasina",9300,1,Y,ffm,"Fulfulde, Maasina",4,6,Islam,0.200,0.150,22,A013,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",4,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,13.3725786476865,-3.97088491370783
UV,"Burkina Faso",11933,103461,Gouin,Gouin,71000,4,N,cme,Cerma,4,4,"Ethnic Religions",14.000,7.500,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.23632,-4.84298
UV,"Burkina Faso",12004,103587,Gourma,Gourma,1054000,4,N,gux,Gourmanchema,5,4,"Ethnic Religions",19.000,8.010,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,5,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,12.28977,0.92545
UV,"Burkina Faso",19121,111200,"Gur, Farefare","Gur, Ninkare",55000,4,N,gur,Farefare,5,4,"Ethnic Religions",6.000,2.500,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.0875,-0.7845800000000001
UV,"Burkina Faso",12070,103733,Hausa,Hausa,3000,1,Y,hau,Hausa,5,6,Islam,0.101,0.100,22,A013,"Sub-Saharan Peoples",186,C0090,Hausa,16,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,12.41642,1.0908
UV,"Burkina Faso",12370,104305,Jotoni,Jotoni,1500,1,Y,jow,Jowulu,4,4,"Ethnic Religions",3.000,1.600,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,2,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,10.6963788917724,-5.39584445485769
UV,"Burkina Faso",12375,104323,"Jula, Dyula","Jula, Dyula",2073000,1,Y,dyu,Jula,5,6,Islam,0.800,0.022,22,A013,"Sub-Saharan Peoples",220,C0128,Malinke-Jula,5,8,"Africa, West and Central",AFR,Africa,Y,Y,41,N,10.7706300000744,-4.08665000019738
UV,"Burkina Faso",12469,104520,"Kaan, Gan","Kaan, Gan",14000,4,N,gna,Kaansa,4,4,"Ethnic Religions",6.000,4.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.28858,-3.58197
UV,"Burkina Faso",11696,102846,"Karaboro, Eastern","Karaboro, Eastern",68000,4,N,xrb,"Karaboro, Eastern",4,4,"Ethnic Religions",10.000,2.900,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.5196,-4.52868
UV,"Burkina Faso",15371,110786,"Karaboro, Western","Karaboro, Western",65000,1,Y,kza,"Karaboro, Western",2,6,Islam,4.000,2.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.64625,-4.77206
UV,"Burkina Faso",12556,104705,Kasem,Kasem,114000,4,N,xsm,Kasem,5,4,"Ethnic Religions",12.000,8.500,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.30156,-1.23393
UV,"Burkina Faso",12656,104932,Khe,Khe,3400,4,N,kqg,Khe,2,4,"Ethnic Religions",8.200,7.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.79461,-4.24561
UV,"Burkina Faso",12661,104945,Khisa,"Khisa, Komono",6600,4,N,kqm,Khisa,1,6,Islam,5.000,4.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.8002,-4.31572
UV,"Burkina Faso",12756,105137,"Kolsi, Ko","Kolsi, Ko",35000,4,N,kst,Winye,3,4,"Ethnic Religions",8.000,4.500,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.83642,-2.93758
UV,"Burkina Faso",20560,116875,Kpeego,Kpeego,2300,1,Y,cpo,Kpeego,1,4,"Ethnic Religions",4.000,1.000,22,A013,"Sub-Saharan Peoples",226,C0134,Mande,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.658521,-5.305398
UV,"Burkina Faso",12881,105471,"Kurumfe, Fulse","Kurumfe, Fulse",309000,2,N,kfz,Koromfe,4,4,"Ethnic Religions",13.000,1.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,14.16811,-0.91043
UV,"Burkina Faso",12884,105480,Kusaal,Kusaal,17000,4,N,kus,Kusaal,5,4,"Ethnic Religions",10.000,2.900,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,3,8,"Africa, West and Central",AFR,Africa,Y,N,,N,11.09608,-0.46812
UV,"Burkina Faso",13023,105697,Lela,Lela,291000,4,N,lee,Lyele,4,4,"Ethnic Religions",14.000,4.800,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,12.41237,-2.6069
UV,"Burkina Faso",13082,105811,Lobi,Lobi,300000,1,Y,lob,Lobi,4,4,"Ethnic Religions",4.000,1.500,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,3,8,"Africa, West and Central",AFR,Africa,Y,Y,6,N,10.29093,-3.37522
UV,"Burkina Faso",13511,106265,"Maninka, Eastern","Maninka, Eastern",11000,1,Y,emk,"Maninkakan, Eastern",4,4,"Ethnic Religions",1.500,1.200,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,9,8,"Africa, West and Central",AFR,Africa,Y,N,1,N,10.5811658649127,-4.9278186110401
UV,"Burkina Faso",13550,106346,"Marka, Dafing","Marka, Dafing",184000,4,N,rkm,Marka,3,4,"Ethnic Religions",14.000,5.500,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,12.00253,-3.25244
UV,"Burkina Faso",13753,106692,Moba,Moba,3900,4,N,mfq,Moba,4,4,"Ethnic Religions",7.000,2.700,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.14259,0.1874
UV,"Burkina Faso",13802,106781,Mossi,Mossi,9310000,5,N,mos,Moore,5,6,Islam,31.500,17.736,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,13,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,12.73391,-1.28746
UV,"Burkina Faso",13252,107118,Natioro,Natioro,5300,1,Y,nti,Natioro,0,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,10.72235,-5.19733
UV,"Burkina Faso",14063,107507,"Nuna, Northern","Nuna, Northern",107000,4,N,nuv,"Nuni, Northern",4,4,"Ethnic Religions",16.000,6.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,12.17057,-2.98703
UV,"Burkina Faso",14064,107508,"Nuna, Southern","Nuna, Southern",201000,4,N,nnw,"Nuni, Southern",4,4,"Ethnic Religions",25.000,8.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.50846,-2.10834
UV,"Burkina Faso",21002,117720,Paleni,Paleni,300,1,Y,pnl,Paleni,1,4,"Ethnic Religions",5.000,2.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.582062,-5.323179
UV,"Burkina Faso",18893,114841,"Pana, Sama","Pana, Sama",9000,1,Y,pnq,Pana,1,4,"Ethnic Religions",4.000,0.400,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,13.21978,-3.33124
UV,"Burkina Faso",14489,108208,Pwo,Pwo,24000,4,N,pug,Phuie,3,4,"Ethnic Religions",7.000,4.200,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.21382,-3.33856
UV,"Burkina Faso",11056,101820,"Red Bobo, Bwa","Red Bobo, Bwa",123000,5,N,bmq,Bomu,5,4,"Ethnic Religions",28.000,12.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,12.06691,-4.57873
UV,"Burkina Faso",14674,108577,"Samo, Kalemse","Samo, Kalemse",25000,2,N,knz,Kalamse,3,4,"Ethnic Religions",10.000,1.400,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,13.59991,-3.12065
UV,"Burkina Faso",14716,108628,"Samo, Maya","Samo, Maya",66000,4,N,sym,"Samo, Maya",2,4,"Ethnic Religions",20.000,9.500,22,A013,"Sub-Saharan Peoples",226,C0134,Mande,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,13.29534,-2.78785
UV,"Burkina Faso",14675,108579,"Samo, Samo Matya","Samo, Samo Matya",205000,4,N,stj,"Samo, Matya",2,4,"Ethnic Religions",20.000,8.695,22,A013,"Sub-Saharan Peoples",226,C0134,Mande,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,13.22781,-3.2072
UV,"Burkina Faso",14717,108630,"Samo Southern","Samo, Southern",152000,4,N,sbd,"Samo, Southern",5,4,"Ethnic Religions",20.000,9.500,22,A013,"Sub-Saharan Peoples",226,C0134,Mande,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,12.73833,-2.93045
UV,"Burkina Faso",14813,108788,Seemogo,Seemogo,22000,5,N,sos,Seeku,1,4,"Ethnic Religions",25.000,12.000,22,A013,"Sub-Saharan Peoples",226,C0134,Mande,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.12738,-4.60424
UV,"Burkina Faso",14937,108985,"Senoufo, Central","Senoufo, Central",61000,4,N,sep,"Senoufo, Sicite",4,4,"Ethnic Religions",8.000,3.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.02461,-5.25376
UV,"Burkina Faso",13945,107073,"Senoufo, Nanerige","Senoufo, Nanerige",130000,4,N,sen,"Senoufo, Nanerige",1,4,"Ethnic Religions",10.000,2.800,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.65329,-4.98349
UV,"Burkina Faso",13387,107309,"Senoufo, Niangolo","Senoufo, Niangolo",98000,2,N,seq,"Senoufo, Senara",1,4,"Ethnic Religions",8.000,1.550,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.50901,-5.27539
UV,"Burkina Faso",14930,108978,Siamou,"Siamou, Seme",24000,2,N,sif,Siamou,3,4,"Ethnic Religions",6.000,1.000,22,A013,"Sub-Saharan Peoples",206,C0112,Kru,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.99713,-4.93928
UV,"Burkina Faso",14198,109308,Sininkere,"Sininkere, Silanke",10000,4,N,skq,Sininkere,0,6,Islam,6.000,4.500,22,A013,"Sub-Saharan Peoples",218,C0126,Malinke,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,13.72056,-0.78768
UV,"Burkina Faso",14956,109339,Sissala,Sissala,28000,4,N,sld,Sissala,4,4,"Ethnic Religions",16.000,10.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.0915999997402,-2.38217000024531
UV,"Burkina Faso",19221,114970,"Songhai, Humburi","Songhai, Humburi",12000,1,Y,hmb,"Songhay, Humburi Senni",4,6,Islam,0.400,0.180,22,A013,"Sub-Saharan Peoples",288,C0199,Songhai,2,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,14.40702,0.16895
UV,"Burkina Faso",15339,109947,"Tenbo, Loron","Tenbo, Loron",4000,1,Y,lor,Teen,3,4,"Ethnic Religions",3.000,0.500,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,2,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,9.95051,-3.19005
UV,"Burkina Faso",15477,110046,Tiefo,Tiefo,26000,4,N,tiq,Tiefo,0,4,"Ethnic Religions",6.000,4.500,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.7184,-4.52615
UV,"Burkina Faso",15573,110184,"Toussian, Northern","Toussian, Northern",38000,4,N,tsp,"Toussian, Northern",2,4,"Ethnic Religions",5.000,2.700,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.15321,-4.81907
UV,"Burkina Faso",19274,115354,"Toussian, Southern","Toussian, Southern",38000,4,N,wib,"Toussian, Southern",4,4,"Ethnic Religions",8.000,3.800,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.88294,-4.63201
UV,"Burkina Faso",15607,110232,"Tuareg, Tamasheq","Tuareg, Tamasheq",167000,1,Y,taq,Tamasheq,4,6,Islam,0.080,0.080,10,A001,"Arab World",307,C0219,Tuareg,3,8,"Africa, West and Central",AFR,Africa,Y,Y,3,Y,13.98088,-2.5895
UV,"Burkina Faso",15652,110302,Turka,"Turka, Tyurama",66000,4,N,tuz,Turka,3,4,"Ethnic Religions",12.000,9.000,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.71321,-4.9352
UV,"Burkina Faso",15790,110562,"Vige, Viemo","Vige, Viemo",14000,1,Y,vig,Viemo,1,4,"Ethnic Religions",5.000,1.400,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.84058,-3.83443
UV,"Burkina Faso",15862,110684,Wara,Wara,9300,2,N,wbf,Wara,1,4,"Ethnic Religions",7.000,0.600,22,A013,"Sub-Saharan Peoples",183,C0087,Gur,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.7282600003987,-5.37514999967277
UV,"Burkina Faso",16057,111095,Yoruba,Yoruba,70000,4,N,yor,Yoruba,5,6,Islam,45.000,7.500,22,A013,"Sub-Saharan Peoples",320,C0233,Yoruba,17,8,"Africa, West and Central",AFR,Africa,Y,N,,N,12.3294970488497,-1.522392792993
UV,"Burkina Faso",16100,111171,Zarma,Zarma,1500,4,N,dje,Zarma,5,6,Islam,10.000,3.000,22,A013,"Sub-Saharan Peoples",288,C0199,Songhai,6,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,12.55795,1.50693
BY,Burundi,10375,100425,Arab,Arab,3200,1,Y,apc,"Arabic, North Levantine Spoken",3,6,Islam,0.000,0.000,10,A001,"Arab World",111,C0013,"Arab, Arabian",31,7,"Africa, East and Southern",AFR,Africa,N,N,1,Y,-3.38752029622469,29.3778883947336
BY,Burundi,19007,114916,Deaf,Deaf,115000,3,N,xxx,"Language unknown",0,1,Christianity,90.460,,26,A017,Deaf,328,C0252,Deaf,216,7,"Africa, East and Southern",AFR,Africa,N,Y,,N,-3.38143272773823,29.3663710183078
BY,Burundi,19208,101861,"English-Speaking, general","English-Speaking, general",500,5,N,eng,English,5,1,Christianity,73.000,20.000,12,A003,"Eurasian Peoples",325,C0239,"Caucasian Peoples, general",8,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-3.36985166762037,29.3512207603298
BY,Burundi,11234,103059,French,French,1900,3,N,fra,French,5,1,Christianity,76.000,0.500,12,A003,"Eurasian Peoples",172,C0076,French,110,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-3.33488,29.40564
BY,Burundi,11942,103480,Greek,Greek,800,3,N,ell,Greek,5,1,Christianity,95.000,0.500,12,A003,"Eurasian Peoples",178,C0082,Greek,72,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-3.335674,29.344144
BY,Burundi,11982,103544,Gujarati,Gujarati,2900,1,Y,guj,Gujarati,5,5,Hinduism,0.600,0.200,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - Other",26,7,"Africa, East and Southern",AFR,Africa,N,N,1,N,-3.37114387558938,29.3551100538859
