Joshua Project People Group Data

PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
17896,IN,ben,0,Bengali,Bengali,P,2555849
17896,IN,bho,0,Bhojpuri,Bhojpuri,S,130
17896,IN,hca,0,"Andaman Creole Hindi","Andaman Creole Hindi",S,1250
17896,IN,hin,0,Hindi,Hindi,S,156589
17896,IN,kru,0,Kurux,Kurux,S,200
17896,IN,kxu,0,Kui,Kui,S,530
17896,IN,mag,0,Magahi,Magahi,S,200
17896,IN,mai,0,Maithili,Maithili,S,4400
17896,IN,ory,0,Odia,Odia,S,73728
17896,IN,sat,0,Santhali,Santhali,S,350
17896,IN,sck,0,Sadri,Sadri,S,950
17896,IN,tel,0,Telugu,Telugu,S,60
17896,IN,trp,0,"Kok Borok","Kok Borok",S,3870
17896,IN,unr,3302,Mundari,"Mundari: Bhumij",S,30
17897,IN,kas,0,Kashmiri,Kashmiri,P,3180
17898,IN,guj,0,Gujarati,Gujarati,P,1174
17898,IN,hin,0,Hindi,Hindi,S,101
17898,IN,mar,0,Marathi,Marathi,S,162
17898,IN,tam,0,Tamil,Tamil,S,60
17901,IN,anp,0,Angika,Angika,S,12838
17901,IN,asm,0,Assamese,Assamese,S,3008
17901,IN,bdv,0,"Bodo Parja","Bodo Parja",S,42852
17901,IN,ben,0,Bengali,Bengali,S,2398
17901,IN,bfw,0,Bondo,Bondo,S,3217
17901,IN,bgw,0,Bhatri,Bhatri,S,92900
17901,IN,bhb,0,Bhili,Bhili,S,92
17901,IN,eng,0,English,English,S,18
17901,IN,gbj,0,"Gadaba, Bodo","Gadaba, Bodo",S,50
17901,IN,gdb,0,"Gadaba, Pottangi Ollar","Gadaba, Pottangi Ollar",S,96
17901,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,76
17901,IN,hin,0,Hindi,Hindi,S,52210
17901,IN,hlb,0,Halbi,Halbi,S,204
17901,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,3118
17901,IN,kan,0,Kannada,Kannada,S,64
17901,IN,kff,0,Koya,Koya,S,85
17901,IN,khr,0,Kharia,Kharia,S,23
17901,IN,kru,0,Kurux,Kurux,S,46
17901,IN,kxu,0,Kui,Kui,S,792
17901,IN,kxv,0,Kuvi,Kuvi,S,15937
17901,IN,lus,0,Mizo,Mizo,S,160
17901,IN,mag,0,Magahi,Magahi,S,1080
17901,IN,mai,0,Maithili,Maithili,S,7150
17901,IN,mar,0,Marathi,Marathi,S,452
17901,IN,mkb,0,"Mal Paharia","Mal Paharia",S,83
17901,IN,njz,0,Nyishi,Nyishi,S,17
17901,IN,ory,0,Odia,Odia,P,154690
17901,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,1624
17901,IN,pci,0,Duruwa,Duruwa,S,30241
17901,IN,peg,0,Pengo,Pengo,S,54959
17901,IN,rah,0,Rabha,Rabha,S,23
17901,IN,sat,0,Santhali,Santhali,S,93
17901,IN,srb,0,Sora,Sora,S,97
17901,IN,tam,0,Tamil,Tamil,S,84
17901,IN,tcy,0,Tulu,Tulu,S,15
17901,IN,tel,0,Telugu,Telugu,S,11119
17901,IN,unx,0,Munda,Munda,S,54
17903,IN,prx,0,Purik,Purik,P,38660
17904,IN,guj,0,Gujarati,Gujarati,P,18035
17904,IN,hin,0,Hindi,Hindi,S,3835
17904,IN,mar,0,Marathi,Marathi,S,1510
17905,IN,hin,0,Hindi,Hindi,P,450
17906,IN,guj,0,Gujarati,Gujarati,S,12785
17906,IN,hin,0,Hindi,Hindi,S,3000
17906,IN,knn,0,Konkani,Konkani,S,10600
17906,IN,mar,0,Marathi,Marathi,P,36385
17908,IN,ahr,0,Ahirani,Ahirani,S,1480
17908,IN,hin,0,Hindi,Hindi,S,926
17908,IN,kan,0,Kannada,Kannada,S,4400
17908,IN,kft,0,Kanjari,Kanjari,S,134
17908,IN,knn,0,Konkani,Konkani,S,1400
17908,IN,mar,0,Marathi,Marathi,P,28245
17908,IN,tel,0,Telugu,Telugu,S,30
17909,IN,ben,0,Bengali,Bengali,S,3200
17909,IN,hin,0,Hindi,Hindi,S,2870
17909,IN,kan,0,Kannada,Kannada,S,70
17909,IN,mar,0,Marathi,Marathi,S,2820
17909,IN,ory,0,Odia,Odia,P,111375
17909,IN,sat,0,Santhali,Santhali,S,210
17909,IN,tel,0,Telugu,Telugu,S,322
17909,IN,unr,3302,Mundari,"Mundari: Bhumij",S,140
17910,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,1740
17910,IN,knn,0,Konkani,Konkani,P,2840
17911,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,1510
17911,IN,kan,0,Kannada,Kannada,S,1150
17911,IN,mal,0,Malayalam,Malayalam,P,1012012
17911,IN,tam,0,Tamil,Tamil,S,34415
17911,IN,tcy,0,Tulu,Tulu,S,4910
17912,IN,ben,0,Bengali,Bengali,P,238642
17912,IN,hin,0,Hindi,Hindi,S,18280
17912,IN,mai,0,Maithili,Maithili,S,110
17912,IN,ory,0,Odia,Odia,S,285
17912,IN,sck,0,Sadri,Sadri,S,350
17913,IN,ben,0,Bengali,Bengali,S,100
17913,IN,hin,0,Hindi,Hindi,S,240
17913,IN,ory,0,Odia,Odia,S,520
17913,IN,tdb,0,Panchpargania,Panchpargania,P,1320
17914,IN,awa,0,Awadhi,Awadhi,S,50
17914,IN,urd,0,Urdu,Urdu,P,800
17915,IN,mal,0,Malayalam,Malayalam,S,618
17915,IN,ory,0,Odia,Odia,S,140
17915,IN,tam,0,Tamil,Tamil,P,28930
17915,IN,tel,0,Telugu,Telugu,S,50
17917,IN,guj,0,Gujarati,Gujarati,S,312
17917,IN,urd,0,Urdu,Urdu,P,834
17919,IN,awa,0,Awadhi,Awadhi,S,13600
17919,IN,ben,0,Bengali,Bengali,S,1360
17919,IN,bfy,0,Bagheli,Bagheli,S,340
17919,IN,bgc,0,Haryanvi,Haryanvi,S,1440
17919,IN,bgq,0,Bagri,Bagri,S,60
17919,IN,bho,0,Bhojpuri,Bhojpuri,S,19815
17919,IN,bht,0,Bhattiyali,Bhattiyali,S,50
17919,IN,bjj,0,Kanauji,Kanauji,S,2850
17919,IN,bns,0,Bundeli,Bundeli,S,740
17919,IN,bra,0,"Braj Bhasha","Braj Bhasha",S,1170
17919,IN,dhd,0,Dhundari,Dhundari,S,450
17919,IN,gbm,0,Garhwali,Garhwali,S,2090
17919,IN,guj,0,Gujarati,Gujarati,S,28585
17919,IN,kfr,0,Kacchi,Kacchi,S,580
17919,IN,kfy,0,Kumaoni,Kumaoni,S,310
17919,IN,mai,0,Maithili,Maithili,S,1920
17919,IN,mar,0,Marathi,Marathi,S,120
17919,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,19413
17919,IN,rwr,0,Marwari,Marwari,S,1960
17919,IN,snd,0,Sindhi,Sindhi,S,940
17919,IN,tam,0,Tamil,Tamil,S,60
17919,IN,tel,0,Telugu,Telugu,S,50
17919,IN,urd,0,Urdu,Urdu,P,971796
17919,IN,wry,0,Merwari,Merwari,S,1940
17919,IN,xnr,0,Kangri,Kangri,S,100
17920,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,6790
17920,IN,urd,0,Urdu,Urdu,S,960
17921,IN,bgc,0,Haryanvi,Haryanvi,S,940
17921,IN,bgq,0,Bagri,Bagri,S,2650
17921,IN,dhd,0,Dhundari,Dhundari,S,10280
17921,IN,gjk,0,"Koli, Kachi","Koli, Kachi",S,950
17921,IN,guj,0,Gujarati,Gujarati,P,371908
17921,IN,hin,0,Hindi,Hindi,S,302670
17921,IN,hoj,18802,Haroti,"Haroti: Harauti",S,3950
17921,IN,kfr,0,Kacchi,Kacchi,S,11510
17921,IN,knn,0,Konkani,Konkani,S,240
17921,IN,mtr,0,Mewari,Mewari,S,31730
17921,IN,rwr,0,Marwari,Marwari,S,249048
17921,IN,saz,0,Saurashtra,Saurashtra,S,620
17921,IN,swv,0,Shekhawati,Shekhawati,S,9490
17921,IN,wbr,0,Wagdi,Wagdi,S,1000
17921,IN,wry,0,Merwari,Merwari,S,64460
17922,IN,ajz,0,"Amri Karbi","Amri Karbi",S,3076
17922,IN,asm,0,Assamese,Assamese,P,232371
17922,IN,ben,0,Bengali,Bengali,S,17865
17922,IN,brx,0,Boro,Boro,S,701
17922,IN,eng,0,English,English,S,33
17922,IN,grt,0,Garo,Garo,S,449
17922,IN,hin,0,Hindi,Hindi,S,15000
17922,IN,kdq,0,Koch,Koch,S,133
17922,IN,kfa,0,Kodava,Kodava,S,30
17922,IN,kha,0,Khasi,Khasi,S,50
17922,IN,khr,0,Kharia,Kharia,S,223
17922,IN,kru,0,Kurux,Kurux,S,453
17922,IN,mar,0,Marathi,Marathi,S,88
17922,IN,mjw,0,Karbi,Karbi,S,17
17922,IN,nkh,0,"Naga, Khezha","Naga, Khezha",S,17
17922,IN,npi,0,Nepali,Nepali,S,1455
17922,IN,nst,6169,"Naga, Tangshang","Naga, Tangshang: Tangsa",S,51
17922,IN,ory,0,Odia,Odia,S,317
17922,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,59
17922,IN,rah,0,Rabha,Rabha,S,94204
17922,IN,sat,0,Santhali,Santhali,S,2062
17922,IN,sip,0,Sikkimese,Sikkimese,S,48
17922,IN,tam,0,Tamil,Tamil,S,38
17922,IN,unx,0,Munda,Munda,S,64
17923,IN,hin,0,Hindi,Hindi,S,970
17923,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,5120
17923,IN,xnr,0,Kangri,Kangri,S,20
17924,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,45
17924,IN,kan,0,Kannada,Kannada,P,72800
17924,IN,knn,0,Konkani,Konkani,S,360
17924,IN,mar,0,Marathi,Marathi,S,1430
17924,IN,tel,0,Telugu,Telugu,S,420
17925,IN,asm,0,Assamese,Assamese,S,2100
17925,IN,ben,0,Bengali,Bengali,S,16916
17925,IN,hin,0,Hindi,Hindi,S,1685
17925,IN,mar,4224,Marathi,"Marathi: Rai",S,20095
17925,IN,npi,0,Nepali,Nepali,P,85482
17926,IN,bgq,0,Bagri,Bagri,S,7580
17926,IN,dhd,0,Dhundari,Dhundari,S,131140
17926,IN,guj,0,Gujarati,Gujarati,S,1070
17926,IN,hin,0,Hindi,Hindi,P,316570
17926,IN,hoj,18802,Haroti,"Haroti: Harauti",S,1520
17926,IN,kan,0,Kannada,Kannada,S,42
17926,IN,mtr,0,Mewari,Mewari,S,85770
17926,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,1940
17926,IN,rwr,0,Marwari,Marwari,S,178330
17926,IN,swv,0,Shekhawati,Shekhawati,S,95540
17926,IN,wry,0,Merwari,Merwari,S,72470
17927,IN,kan,0,Kannada,Kannada,P,360
17928,IN,ahr,0,Ahirani,Ahirani,S,42450
17928,IN,anp,0,Angika,Angika,S,32310
17928,IN,asm,0,Assamese,Assamese,S,120894
17928,IN,awa,0,Awadhi,Awadhi,S,577095
17928,IN,bdv,0,"Bodo Parja","Bodo Parja",S,45
17928,IN,ben,0,Bengali,Bengali,S,628548
17928,IN,bft,0,Balti,Balti,S,100
17928,IN,bfy,0,Bagheli,Bagheli,S,80245
17928,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,297600
17928,IN,bgc,0,Haryanvi,Haryanvi,S,230460
17928,IN,bge,0,Bauria,Bauria,S,5980
17928,IN,bgq,0,Bagri,Bagri,S,142805
17928,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,17330
17928,IN,bho,0,Bhojpuri,Bhojpuri,S,2432700
17928,IN,bht,0,Bhattiyali,Bhattiyali,S,5110
17928,IN,bjj,0,Kanauji,Kanauji,S,489965
17928,IN,bns,0,Bundeli,Bundeli,S,255370
17928,IN,bra,0,"Braj Bhasha","Braj Bhasha",S,44595
17928,IN,cdh,0,Chambeali,Chambeali,S,23122
17928,IN,cdj,0,Churahi,Churahi,S,34170
17928,IN,dgo,0,Dogri,Dogri,S,436681
17928,IN,dhd,0,Dhundari,Dhundari,S,798155
17928,IN,dhn,0,Dhanki,Dhanki,S,70
17928,IN,eng,0,English,English,S,4510
17928,IN,gbk,0,Gaddi,Gaddi,S,360
17928,IN,gbm,0,Garhwali,Garhwali,S,1373125
17928,IN,gju,0,Gujari,Gujari,S,9740
17928,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,340
17928,IN,guj,0,Gujarati,Gujarati,S,2294159
17928,IN,hca,0,"Andaman Creole Hindi","Andaman Creole Hindi",S,100
17928,IN,hii,0,Hinduri,Hinduri,S,770
17928,IN,hin,0,Hindi,Hindi,P,25939554
17928,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,169022
17928,IN,hoj,0,Haroti,Haroti,S,77355
17928,IN,jna,0,Jangshung,Jangshung,S,150
17928,IN,jnl,0,Rawat,Rawat,S,70
17928,IN,kan,0,Kannada,Kannada,S,114315
17928,IN,kas,0,Kashmiri,Kashmiri,S,142819
17928,IN,kfk,0,Kinnauri,Kinnauri,S,3870
17928,IN,kfr,0,Kacchi,Kacchi,S,62700
17928,IN,kfs,0,Bilaspuri,Bilaspuri,S,102615
17928,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,56480
17928,IN,kfy,0,Kumaoni,Kumaoni,S,916400
17928,IN,khn,0,Khandesi,Khandesi,S,78915
17928,IN,knn,0,Konkani,Konkani,S,16375
17928,IN,kxu,0,Kui,Kui,S,1015
17928,IN,kxv,0,Kuvi,Kuvi,S,170
17928,IN,lae,0,Pattani,Pattani,S,1340
17928,IN,lbj,0,Ladakhi,Ladakhi,S,1170
17928,IN,mag,0,Magahi,Magahi,S,302870
17928,IN,mai,0,Maithili,Maithili,S,281240
17928,IN,mal,0,Malayalam,Malayalam,S,23720
17928,IN,mar,0,Marathi,Marathi,S,724595
17928,IN,mjl,0,Mandeali,Mandeali,S,254050
17928,IN,mtr,0,Mewari,Mewari,S,245530
17928,IN,mup,0,Malvi,Malvi,S,222470
17928,IN,mve,0,Marwari,Marwari,S,8990
17928,IN,noe,0,Nimadi,Nimadi,S,160600
17928,IN,npi,0,Nepali,Nepali,S,29911
17928,IN,ory,0,Odia,Odia,S,236440
17928,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,1425225
17928,IN,peg,0,Pengo,Pengo,S,230
17928,IN,pgg,0,Pangwali,Pangwali,S,2830
17928,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,1320
17928,IN,prx,0,Purik,Purik,S,140
17928,IN,rwr,0,Marwari,Marwari,S,1786032
17928,IN,saz,0,Saurashtra,Saurashtra,S,36545
17928,IN,sbu,0,"Stod Bhoti","Stod Bhoti",S,220
17928,IN,sck,0,Sadri,Sadri,S,13631
17928,IN,scu,0,Shumcho,Shumcho,S,130
17928,IN,sip,0,Sikkimese,Sikkimese,S,350
17928,IN,sjp,0,Surjapuri,Surjapuri,S,2630
17928,IN,skr,0,Saraiki,Saraiki,S,695
17928,IN,snd,0,Sindhi,Sindhi,S,40851
17928,IN,spt,0,"Spiti Bhoti","Spiti Bhoti",S,2725
17928,IN,srx,0,Sirmauri,Sirmauri,S,13880
17928,IN,swv,0,Shekhawati,Shekhawati,S,320270
17928,IN,tam,0,Tamil,Tamil,S,143000
17928,IN,tcy,0,Tulu,Tulu,S,200
17928,IN,tdb,0,Panchpargania,Panchpargania,S,8280
17928,IN,tel,0,Telugu,Telugu,S,585491
17928,IN,trp,0,"Kok Borok","Kok Borok",S,720
17928,IN,wbr,0,Wagdi,Wagdi,S,3810
17928,IN,wry,0,Merwari,Merwari,S,320050
17928,IN,wtm,22481,Mewati,"Mewati: Ahirwati",S,7680
17928,IN,xnr,0,Kangri,Kangri,S,285565
17928,IN,xns,0,Kanashi,Kanashi,S,1200
17930,IN,ben,0,Bengali,Bengali,S,24246
17930,IN,bho,0,Bhojpuri,Bhojpuri,S,19787
17930,IN,hin,0,Hindi,Hindi,P,27018
17930,IN,mai,0,Maithili,Maithili,S,1918
17931,IN,ory,0,Odia,Odia,P,440
17932,IN,gom,0,"Konkani, Goan","Konkani, Goan",P,32434
17932,IN,kan,0,Kannada,Kannada,S,7520
17932,IN,knn,0,Konkani,Konkani,S,3021
17932,IN,mal,0,Malayalam,Malayalam,S,3790
17932,IN,mar,0,Marathi,Marathi,S,1070
17932,IN,tcy,0,Tulu,Tulu,S,2390
17933,IN,anp,0,Angika,Angika,S,30
17933,IN,ben,0,Bengali,Bengali,P,433224
17933,IN,bho,0,Bhojpuri,Bhojpuri,S,57
17933,IN,hca,0,"Andaman Creole Hindi","Andaman Creole Hindi",S,90
17933,IN,hin,0,Hindi,Hindi,S,41440
17933,IN,hoc,0,Ho,Ho,S,180
17933,IN,kan,0,Kannada,Kannada,S,60
17933,IN,mag,0,Magahi,Magahi,S,200
17933,IN,mai,0,Maithili,Maithili,S,2310
17933,IN,ory,0,Odia,Odia,S,111918
17933,IN,sat,0,Santhali,Santhali,S,780
17933,IN,sck,0,Sadri,Sadri,S,200
17933,IN,tel,0,Telugu,Telugu,S,300
17934,IN,anp,0,Angika,Angika,S,30
17934,IN,ben,0,Bengali,Bengali,S,109247
17934,IN,bho,0,Bhojpuri,Bhojpuri,S,74186
17934,IN,hin,0,Hindi,Hindi,P,267955
17934,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,2504
17934,IN,kfy,0,Kumaoni,Kumaoni,S,55
17934,IN,mag,0,Magahi,Magahi,S,145604
17934,IN,mai,0,Maithili,Maithili,S,4535
17934,IN,mar,0,Marathi,Marathi,S,220
17934,IN,ory,0,Odia,Odia,S,2292
17934,IN,sat,0,Santhali,Santhali,S,94
17934,IN,sck,0,Sadri,Sadri,S,400
17934,IN,unr,0,Mundari,Mundari,S,45
17934,IN,unx,0,Munda,Munda,S,18
17935,IN,anm,0,Anal,Anal,S,15
17935,IN,ben,0,Bengali,Bengali,S,205
17935,IN,cnh,0,"Chin, Hakha","Chin, Hakha",S,20
17935,IN,eng,0,English,English,S,71
17935,IN,lus,0,Mizo,Mizo,P,10088
17935,IN,mrh,899,"Chin, Mara","Chin, Mara: Lakher",S,60
17935,IN,pck,0,"Chin, Paite","Chin, Paite",S,301
17935,IN,ral,0,Ralte,Ralte,S,6803
17935,IN,tcz,0,"Chin, Thado","Chin, Thado",S,59
17935,IN,trp,0,"Kok Borok","Kok Borok",S,410
17936,IN,bgc,0,Haryanvi,Haryanvi,S,70
17936,IN,bgq,0,Bagri,Bagri,S,130
17936,IN,hin,0,Hindi,Hindi,S,1050
17936,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,4430
17937,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,350
17937,IN,bgc,0,Haryanvi,Haryanvi,S,8230
17937,IN,bgq,0,Bagri,Bagri,S,1620
17937,IN,dhd,0,Dhundari,Dhundari,S,3870
17937,IN,guj,0,Gujarati,Gujarati,S,864
17937,IN,hin,0,Hindi,Hindi,S,101960
17937,IN,hoj,18802,Haroti,"Haroti: Harauti",S,430
17937,IN,kfs,0,Bilaspuri,Bilaspuri,S,40
17937,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,60
17937,IN,mjl,0,Mandeali,Mandeali,S,150
17937,IN,mtr,0,Mewari,Mewari,S,9240
17937,IN,mup,0,Malvi,Malvi,S,200
17937,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,105483
17937,IN,rwr,0,Marwari,Marwari,S,4560
17937,IN,swv,0,Shekhawati,Shekhawati,S,2330
17937,IN,wbr,0,Wagdi,Wagdi,S,430
17937,IN,wry,0,Merwari,Merwari,S,1020
17937,IN,xnr,0,Kangri,Kangri,S,570
17938,IN,awa,0,Awadhi,Awadhi,S,60
17938,IN,bgc,0,Haryanvi,Haryanvi,S,3480
17938,IN,bgq,0,Bagri,Bagri,S,5860
17938,IN,dgo,0,Dogri,Dogri,S,360
17938,IN,gbm,0,Garhwali,Garhwali,S,80
17938,IN,hin,0,Hindi,Hindi,S,59589
17938,IN,kfy,0,Kumaoni,Kumaoni,S,140
17938,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,399639
17939,IN,adi,0,Adi,Adi,P,1350
17940,IN,ahr,0,Ahirani,Ahirani,S,340
17940,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,90
17940,IN,guj,0,Gujarati,Gujarati,S,200
17940,IN,hin,0,Hindi,Hindi,S,17730
17940,IN,kan,0,Kannada,Kannada,S,637
17940,IN,knn,0,Konkani,Konkani,S,710
17940,IN,mar,0,Marathi,Marathi,P,295850
17940,IN,noe,0,Nimadi,Nimadi,S,160
17941,IN,ben,0,Bengali,Bengali,S,50
17941,IN,guj,0,Gujarati,Gujarati,S,153
17941,IN,hin,0,Hindi,Hindi,P,1030
17942,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,977
17942,IN,kan,0,Kannada,Kannada,P,2637
17942,IN,tel,0,Telugu,Telugu,S,50
17944,IN,guj,0,Gujarati,Gujarati,S,30
17944,IN,ory,0,Odia,Odia,P,770
17945,IN,bho,0,Bhojpuri,Bhojpuri,S,320
17945,IN,urd,0,Urdu,Urdu,P,680
17946,IN,dgo,0,Dogri,Dogri,P,2110
17946,IN,hin,0,Hindi,Hindi,S,618
17946,IN,kas,0,Kashmiri,Kashmiri,S,783
17947,IN,bhb,0,Bhili,Bhili,S,37
17947,IN,guj,0,Gujarati,Gujarati,S,209862
17947,IN,hin,0,Hindi,Hindi,S,1341
17947,IN,kan,0,Kannada,Kannada,S,53
17947,IN,kfr,0,Kacchi,Kacchi,S,924
17947,IN,khn,0,Khandesi,Khandesi,S,35
17947,IN,knn,0,Konkani,Konkani,S,232
17947,IN,mar,0,Marathi,Marathi,S,226
17947,IN,noe,0,Nimadi,Nimadi,S,170
17947,IN,rtw,0,Rathawi,Rathawi,P,447412
17947,IN,saz,0,Saurashtra,Saurashtra,S,1150
17949,IN,asm,0,Assamese,Assamese,S,40
17949,IN,ben,0,Bengali,Bengali,S,14549
17949,IN,bho,0,Bhojpuri,Bhojpuri,S,3320
17949,IN,hin,0,Hindi,Hindi,P,48729
17949,IN,mag,0,Magahi,Magahi,S,4575
17949,IN,ory,0,Odia,Odia,S,1700
17949,IN,sck,0,Sadri,Sadri,S,40580
17949,IN,tdb,0,Panchpargania,Panchpargania,S,1627
17950,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,150
17950,IN,guj,0,Gujarati,Gujarati,P,482492
17950,IN,hin,0,Hindi,Hindi,S,35666
17950,IN,kan,0,Kannada,Kannada,S,6530
17950,IN,kfr,0,Kacchi,Kacchi,S,400
17950,IN,mar,0,Marathi,Marathi,S,4035
17950,IN,saz,0,Saurashtra,Saurashtra,S,110
17950,IN,tel,0,Telugu,Telugu,S,380
17950,IN,wry,0,Merwari,Merwari,S,260
17951,IN,ory,0,Odia,Odia,P,430
17953,IN,bgq,0,Bagri,Bagri,S,1337
17953,IN,dhd,0,Dhundari,Dhundari,S,291
17953,IN,guj,0,Gujarati,Gujarati,S,2665
17953,IN,hin,0,Hindi,Hindi,P,155748
17953,IN,hoj,18802,Haroti,"Haroti: Harauti",S,2631
17953,IN,mtr,0,Mewari,Mewari,S,4591
17953,IN,mup,0,Malvi,Malvi,S,480
17953,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,50
17953,IN,rwr,0,Marwari,Marwari,S,2937
17953,IN,wbr,0,Wagdi,Wagdi,S,620
17953,IN,wry,0,Merwari,Merwari,S,670
17954,IN,awa,0,Awadhi,Awadhi,S,32810
17954,IN,bfy,0,Bagheli,Bagheli,S,200
17954,IN,bgq,0,Bagri,Bagri,S,100
17954,IN,bho,0,Bhojpuri,Bhojpuri,S,5629
17954,IN,bjj,0,Kanauji,Kanauji,S,1420
17954,IN,bns,0,Bundeli,Bundeli,S,5414
17954,IN,dhd,0,Dhundari,Dhundari,S,34190
17954,IN,gbm,0,Garhwali,Garhwali,S,940
17954,IN,guj,0,Gujarati,Gujarati,S,587
17954,IN,hin,0,Hindi,Hindi,P,461780
17954,IN,hoj,18802,Haroti,"Haroti: Harauti",S,12400
17954,IN,jnl,0,Rawat,Rawat,S,30
17954,IN,kfy,0,Kumaoni,Kumaoni,S,940
17954,IN,mtr,0,Mewari,Mewari,S,20900
17954,IN,mup,0,Malvi,Malvi,S,1130
17954,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,30
17954,IN,rwr,0,Marwari,Marwari,S,27660
17954,IN,swv,0,Shekhawati,Shekhawati,S,360
17954,IN,wry,0,Merwari,Merwari,S,165300
17955,IN,kan,0,Kannada,Kannada,P,2440
17956,IN,guj,0,Gujarati,Gujarati,P,590
17957,IN,kan,0,Kannada,Kannada,S,450
17957,IN,ory,0,Odia,Odia,S,140
17957,IN,tam,0,Tamil,Tamil,S,11410
17957,IN,tel,0,Telugu,Telugu,P,456509
17958,IN,asm,0,Assamese,Assamese,P,11025
17958,IN,ben,0,Bengali,Bengali,S,1035
17960,IN,hin,0,Hindi,Hindi,S,23
17960,IN,tel,0,Telugu,Telugu,P,1033
17961,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,800
17961,IN,cdh,0,Chambeali,Chambeali,S,440
17961,IN,gbk,0,Gaddi,Gaddi,S,257
17961,IN,hin,0,Hindi,Hindi,P,78482
17961,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,11080
17961,IN,xnr,0,Kangri,Kangri,S,227
17962,IN,ory,0,Odia,Odia,P,119605
17962,IN,tel,0,Telugu,Telugu,S,27732
17963,IN,asm,0,Assamese,Assamese,S,30
17963,IN,ben,0,Bengali,Bengali,S,1862
17963,IN,eng,0,English,English,S,115
17963,IN,hin,0,Hindi,Hindi,S,89
17963,IN,njh,0,"Naga, Lotha","Naga, Lotha",S,52
17963,IN,njm,0,"Naga, Angami","Naga, Angami",S,173
17963,IN,njo,0,"Naga, Ao","Naga, Ao",S,22
17963,IN,nkf,14523,"Naga, Inpui","Naga, Inpui: Naga, Kabui",S,386
17963,IN,nph,0,"Naga, Phom","Naga, Phom",S,16
17963,IN,npi,0,Nepali,Nepali,S,303
17963,IN,nre,0,"Naga, Southern Rengma","Naga, Southern Rengma",P,65764
17963,IN,nsm,0,"Naga, Sumi","Naga, Sumi",S,592
17963,IN,nzm,0,"Naga, Zeme","Naga, Zeme",S,74
17963,IN,trp,0,"Kok Borok","Kok Borok",S,17
17966,IN,asm,0,Assamese,Assamese,S,1937
17966,IN,ben,0,Bengali,Bengali,S,9873
17966,IN,cfm,0,"Chin, Falam","Chin, Falam",S,327
17966,IN,eng,0,English,English,S,37
17966,IN,hin,0,Hindi,Hindi,S,239
17966,IN,lus,0,Mizo,Mizo,S,96
17966,IN,mag,0,Magahi,Magahi,S,35
17966,IN,nkf,14523,"Naga, Inpui","Naga, Inpui: Naga, Kabui",S,5254
17966,IN,ory,0,Odia,Odia,S,16
17966,IN,ria,0,Riang,Riang,S,7220
17966,IN,trp,0,"Kok Borok","Kok Borok",P,178943
17967,IN,kas,0,Kashmiri,Kashmiri,S,1905
17967,IN,lbj,0,Ladakhi,Ladakhi,P,3385
17967,IN,prx,0,Purik,Purik,S,170
17967,IN,zau,0,Zangskari,Zangskari,S,1870
17968,IN,anp,0,Angika,Angika,P,1860
17968,IN,hin,0,Hindi,Hindi,S,1030
17968,IN,mai,0,Maithili,Maithili,S,1000
17969,IN,tel,0,Telugu,Telugu,P,740
17972,IN,awa,0,Awadhi,Awadhi,S,1520
17972,IN,bfy,0,Bagheli,Bagheli,S,120
17972,IN,bho,0,Bhojpuri,Bhojpuri,S,4900
17972,IN,bjj,0,Kanauji,Kanauji,S,400
17972,IN,bns,0,Bundeli,Bundeli,S,760
17972,IN,dgo,0,Dogri,Dogri,S,150
